50
23.620282 9.861904
6.479371 -33.216261
-17.716663 -28.966678
-3.905331 16.415582
5.043990 -35.370187
6.653766 17.524905
5.328024 8.518048
51.911657 9.127138
47.548791 -32.259439
43.995793 4.858951
50.969418 6.479492
0.064011 -21.130904
-7.972410 3.408067
26.223786 39.588038
-9.779799 -6.181345
2.299112 -30.384134
8.301943 -9.020434
29.992068 -23.098098
13.728744 19.094776
0.271529 -20.943613
5.382159 9.814539
21.525401 -23.639990
33.962304 -6.664348
18.018948 25.403144
29.988506 25.233912
-11.866659 -1.662740
-15.450088 -3.084715
-3.822493 12.652148
-1.778806 15.433919
4.030075 -3.447535
34.852954 -29.504317
-13.288955 32.366721
1.789281 -18.815462
12.889403 -6.154012
-5.414449 -0.283079
48.777593 -4.548591
42.824751 -7.063775
39.916457 15.863885
26.644543 2.705086
8.198514 23.580786
-17.719700 -28.207434
31.016578 23.713514
17.146577 -37.404931
48.334753 -10.755115
19.469683 17.806487
10.026677 -35.941455
4.119063 -30.664659
37.159391 31.963028
8.120436 25.024550
21.496749 1.545063
